,INDEX,VD,,"OSFP Port#","OSFP Lane#",VD,"Port Group","Rx Ramon3","Rx Core","Physical Rx Lane","Rx 2x2 Mux","Post-Mux Rx Lane","Tx Ramon3","Tx Core","Physical Tx Lane","Tx 8x8 Mux","Post-Mux Tx Lane",,"Rx Trace Loss","Tx Trace Loss",,Pre3,Pre2,Pre,Main,Post,Post2
,909,R1.1,,114,5,3,7,1,5,0,x,4,1,5,5,x,4,,9.8,10.1,,0,2,-12,132,-4,0
,910,R0.1,,114,6,1,7,0,58,0,x,4,0,58,4,x,4,,5.8,5.5,,0,2,-12,108,-4,0
,911,R1.0,,114,7,2,7,1,5,4,x,0,1,5,1,x,0,,10.0,10.1,,0,2,-12,132,-4,0
,912,R0.0,,114,8,0,7,0,58,4,x,0,0,58,0,x,0,,5.8,5.5,,0,2,-12,108,-4,0
,913,R1.1,,115,1,3,7,1,6,1,x,5,1,6,5,x,5,,8.8,9.2,,0,2,-16,120,-4,0
,914,R0.1,,115,2,1,7,0,57,1,x,5,0,57,4,x,5,,6.7,6.1,,0,0,-8,108,-4,0
,915,R1.0,,115,3,2,7,1,6,5,x,1,1,6,1,x,1,,8.7,9.2,,0,2,-16,120,-4,0
,916,R0.0,,115,4,0,7,0,57,5,x,1,0,57,0,x,1,,6.5,6.1,,0,0,-8,108,-4,0
,917,R1.1,,115,5,3,7,1,7,1,x,5,1,7,5,x,5,,8.8,9.0,,0,2,-16,120,-4,0
,918,R0.1,,115,6,1,7,0,56,1,x,5,0,56,4,x,5,,6.4,6.2,,0,0,-8,108,-4,0
,919,R1.0,,115,7,2,7,1,7,5,x,1,1,7,1,x,1,,8.7,9.0,,0,2,-16,120,-4,0
,920,R0.0,,115,8,0,7,0,56,5,x,1,0,56,0,x,1,,6.3,6.2,,0,0,-8,108,-4,0
,921,R1.0,,116,1,2,7,1,4,5,x,1,1,4,6,x,1,,8.3,8.6,,0,2,-16,116,-4,0
,922,R0.0,,116,2,0,7,0,59,5,x,1,0,59,5,x,1,,8.0,7.1,,0,0,-8,112,-4,0
,923,R1.1,,116,3,3,7,1,4,1,x,5,1,4,2,x,5,,8.3,8.5,,0,2,-16,116,-4,0
,924,R0.1,,116,4,1,7,0,59,1,x,5,0,59,1,x,5,,7.9,7.2,,0,0,-8,112,-4,0
,925,R1.1,,116,5,3,7,1,5,1,x,5,1,5,6,x,5,,8.1,8.5,,0,2,-16,116,-4,0
,926,R0.1,,116,6,1,7,0,58,1,x,5,0,58,5,x,5,,7.6,7.2,,0,0,-8,112,-4,0
,927,R1.0,,116,7,2,7,1,5,5,x,1,1,5,2,x,1,,8.1,8.2,,0,2,-16,116,-4,0
,928,R0.0,,116,8,0,7,0,58,5,x,1,0,58,1,x,1,,7.4,7.3,,0,0,-8,112,-4,0
,929,R1.0,,117,1,2,7,1,6,2,,2,1,6,6,x,2,,7.1,7.6,,0,2,-16,116,-8,0
,930,R0.0,,117,2,0,7,0,57,2,,2,0,57,5,x,2,,8.6,7.8,,0,2,-12,112,-4,0
,931,R1.1,,117,3,3,7,1,6,6,,6,1,6,2,x,6,,7.2,7.4,,0,2,-16,116,-8,0
,932,R0.1,,117,4,1,7,0,57,6,,6,0,57,1,x,6,,8.5,7.9,,0,2,-12,112,-4,0
,933,R1.0,,117,5,2,7,1,7,2,,2,1,7,6,x,2,,7.1,7.4,,0,2,-16,116,-8,0
,934,R0.0,,117,6,0,7,0,56,2,,2,0,56,5,x,2,,8.3,7.8,,0,2,-12,112,-4,0
,935,R1.1,,117,7,3,7,1,7,6,,6,1,7,2,x,6,,7.2,7.1,,0,2,-16,116,-8,0
,936,R0.1,,117,8,1,7,0,56,6,,6,0,56,1,x,6,,8.2,8.0,,0,2,-12,112,-4,0
,937,R1.1,,118,1,3,7,1,4,6,,6,1,4,7,x,6,,6.3,7.0,,0,2,-16,116,-8,0
,938,R0.1,,118,2,1,7,0,59,6,,6,0,59,6,-,6,,9.6,8.9,,0,2,-16,120,-8,0
,939,R1.0,,118,3,2,7,1,4,2,,2,1,4,3,x,2,,6.3,6.9,,0,2,-16,116,-8,0
,940,R0.0,,118,4,0,7,0,59,2,,2,0,59,2,-,2,,9.4,8.9,,0,2,-16,120,-8,0
,941,R1.0,,118,5,2,7,1,5,2,,2,1,5,7,x,2,,6.5,6.5,,0,2,-16,116,-8,0
,942,R0.0,,118,6,0,7,0,58,2,,2,0,58,6,x,2,,9.4,9.1,,0,2,-16,120,-8,0
,943,R1.1,,118,7,3,7,1,5,6,,6,1,5,3,x,6,,6.6,6.4,,0,2,-16,116,-8,0
,944,R0.1,,118,8,1,7,0,58,6,,6,0,58,2,x,6,,9.4,8.9,,0,2,-16,120,-8,0
,945,R1.0,,119,1,2,7,1,6,3,,3,1,6,7,x,3,,5.5,5.7,,0,0,-8,104,-4,0
,946,R0.0,,119,2,0,7,0,57,3,,3,0,57,6,x,3,,10.4,9.7,,0,2,-16,116,-4,0
,947,R1.1,,119,3,3,7,1,6,7,,7,1,6,3,x,7,,5.3,5.5,,0,0,-8,104,-4,0
,948,R0.1,,119,4,1,7,0,57,7,,7,0,57,2,x,7,,10.1,9.5,,0,2,-16,116,-4,0
,949,R1.0,,119,5,2,7,1,7,3,,3,1,7,7,x,3,,5.5,5.4,,0,0,-8,104,-4,0
,950,R0.0,,119,6,0,7,0,56,3,,3,0,56,6,x,3,,10.1,9.7,,0,2,-16,116,-4,0
,951,R1.1,,119,7,3,7,1,7,7,,7,1,7,3,x,7,,5.3,5.3,,0,0,-8,104,-4,0
,952,R0.1,,119,8,1,7,0,56,7,,7,0,56,2,x,7,,9.8,9.6,,0,2,-16,116,-4,0
,953,R1.1,,120,1,3,7,1,4,7,,7,1,4,4,x,7,,4.8,5.1,,0,0,-8,104,-4,0
,954,R0.1,,120,2,1,7,0,59,7,,7,0,59,7,-,7,,11.5,10.7,,0,2,-16,128,-4,0
,955,R1.0,,120,3,2,7,1,4,3,,3,1,4,0,x,3,,4.8,4.8,,0,0,-8,104,-4,0
,956,R0.0,,120,4,0,7,0,59,3,,3,0,59,3,-,3,,11.3,10.7,,0,2,-16,128,-4,0
,957,R1.0,,120,5,2,7,1,5,3,,3,1,5,4,x,3,,4.9,4.8,,0,0,-8,104,-4,0
,958,R0.0,,120,6,0,7,0,58,3,,3,0,58,7,x,3,,11.2,10.5,,0,2,-16,128,-4,0
,959,R1.1,,120,7,3,7,1,5,7,,7,1,5,0,x,7,,4.7,4.6,,0,0,-8,104,-4,0
,960,R0.1,,120,8,1,7,0,58,7,,7,0,58,3,x,7,,11.0,10.5,,0,2,-16,128,-4,0
,961,R1.0,,121,1,2,7,1,2,4,x,0,1,2,4,x,0,,12.4,12.7,,0,2,-20,136,-8,0
,962,R0.0,,121,2,0,7,0,61,4,x,0,0,61,5,x,0,,6.8,6.1,,0,0,-8,108,-4,0
,963,R1.1,,121,3,3,7,1,2,6,,6,1,2,6,-,6,,12.3,12.5,,0,2,-20,136,-8,0
,964,R0.1,,121,4,1,7,0,61,6,,6,0,61,7,x,6,,6.6,6.0,,0,0,-8,108,-4,0
,965,R1.0,,121,5,2,7,1,3,0,,0,1,3,0,-,0,,12.1,12.4,,0,2,-20,136,-8,0
,966,R0.0,,121,6,0,7,0,60,0,,0,0,60,1,x,0,,6.3,6.1,,0,0,-8,108,-4,0
,967,R1.1,,121,7,3,7,1,3,2,x,6,1,3,2,x,6,,12.1,12.2,,0,2,-20,136,-8,0
,968,R0.1,,121,8,1,7,0,60,2,x,6,0,60,3,x,6,,6.1,6.0,,0,0,-8,108,-4,0
,969,R1.0,,122,1,2,7,1,0,4,x,0,1,0,5,x,0,,12.0,12.4,,0,2,-16,128,-4,0
,970,R0.0,,122,2,0,7,0,63,4,x,0,0,63,4,x,0,,8.1,7.4,,0,2,-12,108,-4,0
,971,R1.1,,122,3,3,7,1,0,6,,6,1,0,7,x,6,,11.9,12.2,,0,2,-16,128,-4,0
,972,R0.1,,122,4,1,7,0,63,6,,6,0,63,6,-,6,,8.0,7.4,,0,2,-12,108,-4,0
,973,R1.0,,122,5,2,7,1,1,0,,0,1,1,1,x,0,,11.7,12.2,,0,2,-16,128,-4,0
,974,R0.0,,122,6,0,7,0,62,0,,0,0,62,0,-,0,,7.6,7.5,,0,2,-12,108,-4,0
,975,R1.1,,122,7,3,7,1,1,2,x,6,1,1,3,x,6,,11.7,12.0,,0,2,-16,128,-4,0
,976,R0.1,,122,8,1,7,0,62,2,x,6,0,62,2,x,6,,7.4,7.5,,0,2,-12,108,-4,0
,977,R1.0,,123,1,2,7,1,2,5,x,1,1,2,5,x,1,,10.6,11.0,,0,2,-16,128,-4,0
,978,R0.0,,123,2,0,7,0,61,5,x,1,0,61,4,x,1,,8.5,7.8,,0,2,-16,112,-4,0
,979,R1.1,,123,3,3,7,1,2,7,,7,1,2,7,-,7,,10.5,10.8,,0,2,-16,128,-4,0
,980,R0.1,,123,4,1,7,0,61,7,,7,0,61,6,x,7,,8.3,7.8,,0,2,-16,112,-4,0
,981,R1.0,,123,5,2,7,1,3,1,,1,1,3,1,-,1,,10.3,10.8,,0,2,-16,128,-4,0
,982,R0.0,,123,6,0,7,0,60,1,,1,0,60,0,x,1,,8.0,7.9,,0,2,-16,112,-4,0
,983,R1.1,,123,7,3,7,1,3,3,x,7,1,3,3,x,7,,10.3,10.5,,0,2,-16,128,-4,0
,984,R0.1,,123,8,1,7,0,60,3,x,7,0,60,2,x,7,,7.8,7.8,,0,2,-16,112,-4,0
,985,R1.0,,124,1,2,7,1,0,5,x,1,1,0,4,x,1,,10.1,10.7,,0,2,-16,116,-4,0
,986,R0.0,,124,2,0,7,0,63,5,x,1,0,63,5,x,1,,9.9,9.2,,0,2,-12,112,-4,0
,987,R1.1,,124,3,3,7,1,0,7,,7,1,0,6,x,7,,10.1,10.5,,0,2,-16,116,-4,0
,988,R0.1,,124,4,1,7,0,63,7,,7,0,63,7,-,7,,9.7,9.1,,0,2,-12,112,-4,0
,989,R1.0,,124,5,2,7,1,1,1,,1,1,1,0,x,1,,9.9,10.5,,0,2,-16,116,-4,0
,990,R0.0,,124,6,0,7,0,62,1,,1,0,62,1,-,1,,9.3,9.2,,0,2,-12,112,-4,0
,991,R1.1,,124,7,3,7,1,1,3,x,7,1,1,2,x,7,,9.8,10.3,,0,2,-16,116,-4,0
,992,R0.1,,124,8,1,7,0,62,3,x,7,0,62,3,x,7,,9.1,9.2,,0,2,-12,112,-4,0
,993,R1.1,,125,1,3,7,1,3,4,,4,1,3,4,-,4,,8.8,9.5,,0,2,-16,112,-4,0
,994,R0.1,,125,2,1,7,0,60,4,,4,0,60,5,x,4,,10.1,9.7,,0,2,-20,120,-8,0
,995,R1.0,,125,3,2,7,1,3,6,x,2,1,3,6,x,2,,8.7,9.3,,0,2,-16,112,-4,0
,996,R0.0,,125,4,0,7,0,60,6,x,2,0,60,7,x,2,,10.0,9.7,,0,2,-20,120,-8,0
,997,R1.1,,125,5,3,7,1,2,0,x,4,1,2,0,x,4,,8.8,8.9,,0,2,-16,112,-4,0
,998,R0.1,,125,6,1,7,0,61,0,x,4,0,61,1,x,4,,9.9,9.5,,0,2,-20,120,-8,0
,999,R1.0,,125,7,2,7,1,2,2,,2,1,2,2,-,2,,8.8,8.6,,0,2,-16,112,-4,0
,1000,R0.0,,125,8,0,7,0,61,2,,2,0,61,3,x,2,,9.8,9.3,,0,2,-20,120,-8,0
,1001,R1.1,,126,1,3,7,1,1,4,,4,1,1,5,x,4,,8.3,9.1,,0,2,-16,116,-8,0
,1002,R0.1,,126,2,1,7,0,62,4,,4,0,62,4,-,4,,11.5,11.1,,0,2,-16,116,-4,0
,1003,R1.0,,126,3,2,7,1,1,6,x,2,1,1,7,x,2,,8.3,8.9,,0,2,-16,116,-8,0
,1004,R0.0,,126,4,0,7,0,62,6,x,2,0,62,6,x,2,,11.3,11.1,,0,2,-16,116,-4,0
,1005,R1.1,,126,5,3,7,1,0,0,x,4,1,0,1,x,4,,8.4,8.5,,0,2,-16,116,-8,0
,1006,R0.1,,126,6,1,7,0,63,0,x,4,0,63,0,x,4,,11.3,10.8,,0,2,-16,116,-4,0
,1007,R1.0,,126,7,2,7,1,0,2,,2,1,0,3,x,2,,8.4,8.4,,0,2,-16,116,-8,0
,1008,R0.0,,126,8,0,7,0,63,2,,2,0,63,2,-,2,,11.1,10.8,,0,2,-16,116,-4,0
,1009,R1.1,,127,1,3,7,1,3,5,,5,1,3,5,-,5,,6.9,7.7,,0,0,-8,104,-4,0
,1010,R0.1,,127,2,1,7,0,60,5,,5,0,60,4,x,5,,11.8,11.5,,0,2,-16,120,-4,0
,1011,R1.0,,127,3,2,7,1,3,7,x,3,1,3,7,x,3,,6.9,7.5,,0,0,-8,104,-4,0
,1012,R0.0,,127,4,0,7,0,60,7,x,3,0,60,6,x,3,,11.6,11.4,,0,2,-16,120,-4,0
,1013,R1.1,,127,5,3,7,1,2,1,x,5,1,2,1,x,5,,7.0,7.1,,0,0,-8,104,-4,0
,1014,R0.1,,127,6,1,7,0,61,1,x,5,0,61,0,x,5,,11.6,11.2,,0,2,-16,120,-4,0
,1015,R1.0,,127,7,2,7,1,2,3,,3,1,2,3,-,3,,6.9,6.8,,0,0,-8,104,-4,0
,1016,R0.0,,127,8,0,7,0,61,3,,3,0,61,2,x,3,,11.5,11.1,,0,2,-16,120,-4,0
,1017,R1.1,,128,1,3,7,1,1,5,,5,1,1,4,x,5,,6.5,7.1,,0,0,-8,104,-4,0
,1018,R0.1,,128,2,1,7,0,62,5,,5,0,62,5,-,5,,13.2,12.7,,0,2,-16,124,-4,0
,1019,R1.0,,128,3,2,7,1,1,7,x,3,1,1,6,x,3,,6.5,6.9,,0,0,-8,104,-4,0
,1020,R0.0,,128,4,0,7,0,62,7,x,3,0,62,7,x,3,,13.0,12.6,,0,2,-16,124,-4,0
,1021,R1.1,,128,5,3,7,1,0,1,x,5,1,0,0,x,5,,6.6,6.5,,0,0,-8,104,-4,0
,1022,R0.1,,128,6,1,7,0,63,1,x,5,0,63,1,x,5,,12.9,12.4,,0,2,-16,124,-4,0
,1023,R1.0,,128,7,2,7,1,0,3,,3,1,0,2,x,3,,6.5,6.2,,0,0,-8,104,-4,0
,1024,R0.0,,128,8,0,7,0,63,3,,3,0,63,3,-,3,,12.8,12.3,,0,2,-16,124,-4,0
